buddhaH|43?
paNDitaparyAyanAmAni|190
paNDitaH|190
vicakSaNaH|190
paNDitajAtIyaH|191
pravINaH|191
niSNAtaH|191
vyaktaH|191
medhAvI|191
buddhaH|191
buddhimAn|191
prAjJaH|191
boddhA|191
prajJAvAn|191
vidvAn|191
nipuNaH|191
vijJaH|191
AkRSTimAn|191
paTuH|191
caturaH|191
dakSaH|191
gambhIraparyAyanAmAni|191
gambhIraH|191
gambhIrAvabhAsaH|191
durdRzaH|191
duravabodhaH|191
duranubodhaH|191
sUkSmaM nipuNapaNDitavijJavedanIyaH|192
atarkyaH|192
atarkAvacaraH|192
anidarzanaH|192
duravagAhaH|192
zivaH|192
aprapaJcaH|192
niSprapaJcaH|192
aviprapaJcaH|192
durvigAhyam|192
nandiparyAyaH|192
tuSTaH|192
udagraH|192
AttamanAH|192
pramuditaH|192
prItisaumanasyajAtaH|192
harSajAtaH|192
hRSitacittaH|192
prAmodyam|192
saMtuSTaH|192
paritoSaH|192
audbilyakArI|192
bahujanapriyaH|193
saMrajanIyaH|193
saMmodanIyaH|193
ArAdhanam|193
abhirAdhanA|193
abhinandayiSyati|193
krodhAkArAH|193
raudraH|193
caNDaH|193
ugraH|193
krUraH|193
duSTacittaH|193
raudracittaH|193
pratihatacittaH|193
kharaH|193
niSThuraH|193
dAruNaH|193
tIvraH|193
caNDamRgaH|193
upadrotAraH|193
anarthopasaMhitam|193
viheThakaH|194
kupitaH|194
prakopaH|194
kaTukaH|194
abhiSaktaH|194
rabhasaH|194
sAhasikaH|194
catvAraH puDgalAH|194
tamastamaHparAyaNaH|194
tamojyotiSparAyaNaH|194
jyotistamaHparAyaNaH|194
jyotirjyotiSparAyaNaH|194
ihaparatrAkArANi|194
dRSTadharmaH|194
ihatra|194
amutra|194
iha janma|194
AyatyAm|194
pArajanmikaH|194
jAtivyativRttaH|194
sAmparAyikaH|194
samparAyaH|195
jAtiparivartaH|195
cyutiH|195
cyAvanam|195?
cyutisaMkramaH|195
vivekAdayaH|195
prAntazayyAsanaM|195
prAntavanaprasthA|195
prAntaH|195
araNyam|195
kAntAram|195
vanam|195
upavanam|195
sthAnanAmAni|195
gArhasthyam|195
brahmacaryAzramaH|195
vAnaprasthaH|195
bhaikSukaH|195
bhUmikampikAraH|195
kampitaH|195
prakampitaH|195
saMprakampitaH|196
calitaH|196
pracalitaH|196
saMpracalitaH|196
vedhitaH|196
pravedhitaH|196
saMpravedhitaH|196
kSubhitaH|196
prakSubhitaH|196
saMprakSubhitaH|196
raNitaH|196
praraNitaH|196
saMpraraNitaH|196
garjitaH|196
pragarjitaH|196
saMpragarjitaH|196
pUrvAdig avanamati|196
pazcimAdig unnamati|196?
pazcimAdig avanamati|196
purvAdig unnamati|196?
dakSiNAdig avanamati|196
uttarAdig unnamati|196?
uttarAdig avanamati|196
dakSiNAdig unnamati|196?
antAd avanamati|196
madhyAd unnamati|196?
madhyAd avanamati|196
antAd unnamati|196?
aprakampyaH|196
prabhAparyAyaH|197
prabhA|197
razmiH|197
AlokaH|197
marIciH|197
aMzuH|197
tejaH|197
jvAlaH|197
dyutiH|197
lokadhAtavaH|197
sAhasracUDiko loka dhAtuH|197
dvisAhasro madhyamo|197
trisAhasramahAsAhasro lokadhAtuH|197
catvAro dvIpAH|197
cAturdvIpako lokadhAtuH|197
pUrvavidehaH|197
dehaH|197
videhaH|198
jambudvIpaH|198
jambukhaNDaH|198
cAmaraH|198
aparacAmaraH. avaracamaraH|198
aparagodAnIyaH|198
zAthA|198
uttaramantriNaH|198
uttarakuruH|198
kuravaH|198
kauravaH|198?
lokadhAtuH|198
lujyata iti lokaH|198
lokAntarikAH|198
sarvalokadhAtu prasaraH|198
buddhaviSayaH|198
buddhakSetram|198
sahAlokadhAtuH|198
sukhAvatI|198
avamUrdhaH|198
vyatyastaH|198
tiryaglokadhAtuH|198
kAmadhAtuH|199
rUpadhAtuH|199
arUpadhAtuH|199
bhaumAH|199
AntarIkSavAsinaH|199
cAturmahArAjakAyikAH|199
trAyAstriMzAH|199
yAmAH|199
tuSitAH|199
nirmANaratayaH|199
paranirmitavazavartinaH|199
brahmakAyikAH|199
brahmapAriSadyAH|199
brahmapurohitAH|199
mahAbrahmANaH|199
parIttAbhAH|199
apramANAbhAH|199
AbhAsvarAH|200
parIttazubhAH|200
apramANazubhAH|200
zubhakRtsnAH|200
anabhrakAH|200
puNyaprasavAH|200
vrihatphalAH|200
avRhAH|200
atapAH|200
sudRzAH|200
sudarzanAH|200
akaniSThAH|200
mahAmahezvarAyatanam|200
AkAzAnantyAyatanam|200
vijJAnAnantyAyatanam|200
AkiMcanyAyatanam|201
naivasaMjJAnAsaMjJAyatanam|201
laukikadevatAH|201
brahmA hiraNyagarbhaH|201
brahmA sahAMpatiH|201
azvinAkumArau|201
mahezvaraH|201
mahAdevaH|201
zambhuH|201
pazupatiH|201
tripuravidhvaMsakaH|201
zUlapANiH|201
tryambakaH|201
zaMkaraH|201
smarazatruH|201
zarvaH|201
rudraH|201
IzvaraH|201
viSNuH|201
kRSNaH|201
vAsudevaH|201
kAmadevaH|202
mAraH|202
sunirmANaratidevaputraH|202
susImadevaputraH|202
saMtuSitadevaputraH|202
suyAmadevaputraH|202
zakrodevendraH|202
dazazatanayanaH|202
zakraH|202
kauzikaH|202
zatakratuH|202
puraMdaraH|202
lokapAlaH|202
vaizravaNaH|202
dhRtarASTaH|202
virUDhakaH|202
virUpAkSaH|202
karoTapANayo devAH|202
mAlAdhAraH|202
sadAmAdaH|202
IzAnaH|202
indraH|202
yamaH|202
nairRtiH|202
varuNaH|203
vAyuH|203
kuveraH|203
vaizvAnaraH|203
kArtikeyaH|203
mahAkAlaH|203
nandikezvaraH|203
bhRGgiriTiH|203
vinAyakaH|203
dhanadaH|203
devI|203
suravadhUH|203
devakanyA|203
apsarAH|203
durgAdevI|203
umA|203
girisutA|203
zacI|203
vighnaH|203
navagrahAH|203
AdityaH|203
somaH|203
aGgArakaH|203
budhaH|204
bRhaspatiH|204
zukraH|204
zanaizcaraH|204
rAhuH|204
ketuH|204
aSTAviMzatinakSatrANi|204
kRttikA|204?
rohiNI|204
mRgazirAH|204
ArdrA|204
punarvasuH|204
puSyah|204
azleSA|204
maghA|204
pUrvaphalgunI|204
uttaraphalgunI|204
hastA|204
citrA|204
svAtI|204
vizAkhA|204
anurAdhA|204
jyeSThA|205
mUlaM|205
pUrvASADhA|205
uttarASADhA|205
zravaNA|205
abhijit|205
zatabhiSA|205
dhaniSThA|205
pUrvabhadrapadA|205
uttarabhadrapadA|205
revatI|205
azvinI|205
bharaNI|205
devanAganAmAni|205
devaH|205
nAgaH|205
yakSaH|205
gandharvaH|205
asuraH|205
daityaH|205
garuDaH|205
kiMnaraH|205
mahoragaH|205
kumbhANDaH|206
nAgarAjanAmAni|206
zankhapAlo nAgarAjA|206
karkoTako nAgarAjA|206
kuliko nAgarAjA|206
padmo nAgarAjA|206
mahApadmo nAgarAjA|206
vAsukir nAgarAjA|206
ananto nAgarAjA|206
takSako nAgarAjA|206
varuNo nAgarAjA|206
makaro nAgarAjA|206
lambuko nAgarAjA|206
sAgaro nAgarAjA|206
anavatapto nAgarAjA|206
piGgalo nAgarAjA|206
nando nAgarAjA|206
subAhur nAgarAjA|206
nardano nAgarAjA|206
citrAkSo nAgarAjA|206
rAvaNo nAgarAjA|206
pANDur nAgarAjA|206
lambuko nAgarAjA|206?
kRmir nAgarAjA|207
zaGkho nAgarAjA|207
pANDurako nAgarAjA|207
kAlo nAgarAjA|207
upakAlo nAgarAjA|207
giriko nAgarAjA|207
abalo nAgarAjA|207
zaGkAro nAgarAjA|207
bhANDo nAgarAjA|207
paJcAlo nAgarAjA|207
kAliko nAgarAjA|207
kiMcanako nAgarAjA|207
baliko nAgarAjA|207
uttaro nAgarAjA|207
mAtaGgo nAgarAjA|207
elo nAgarAjA|207
sAgaro nAgarAjA|207
upendro nAgarAjA|207
upanaro nAgarAjA|207
elavarNo nAgarAjA|207
citro nAgarAjA|207
rAghavo nAgarAjA|207
hastikaccho nAgarAjA|207
elApattro nAgarAjA|208
AmratIrtho nAgarAjA|208
apalAlo nAgarAjA|208
cAmpeyo nAgarAjA|208
aliko nAgarAjA|208
pramokSako nAgarAjA|208
sphoTano nAgarAjA|208
nandopanandau nAgarAjAnau|208
hulluro nAgarAjA|208
huluko nAgarAjA|208
paNDaro nAgarAjA|208
aravADo nAgarAjA|208
zIrSako nAgarAjA|208
paravADo nAgarAjA|208
manasvI nAgarAjA|208
zabalo nAgarAjA|208
utpalako nAgarAjA|208
vardhamAnako nAgarAjA|208
buddhiko nAgarAjA|208
nakhako nAgarAjA|208
ela melo nAgarAjA. elamelau nAgarAjAnau|208
acyuto nAgarAjA|208
kambalAzvatarau nAgarAjAnau|208
sudarzano nAgarAjA|209
parikUTo nAgarAjA|209
sumukho nAgarAjA|209
Adarzamukho nAgarAjA|209
gandhAro nAgarAjA|209
dramiDo nAgarAjA|209
baladevo nAgarAjA|209
kambalo nAgarAjA|209
zailabAhur nAgarAjA|209
vibhISaNo nAgarAjA|209
gaGgA nAgarAjA|209
sindhur nAgarAjA|209
sItA nAgarAjA|209
pakSur nAgarAjA|209
maGgalo nAgarAjA|209
indrasenaH|209
naDaH|209
sundaraH|209
hastikarNaH|209
tIkSNaH|209
piGgalaH|209
vidyujjvAlaH|210
mahAvidyutprabhaH|210
bharukacchAH|210
amRtaH|210
tIrthikaH|210
vaidUryraprabhaH|210
suvarNakezaH|210
sUryaprabhaH|210
udayanaH|210
gajazIrSaH|210
zvetakaH|210
kAlakaH|210
yamaH|210
zramaNaH|210
maNDUkaH|210
maNicUDaH|210
amoghadarzanaH|210?
izAdhAraH|210
citrasenaH|210
mahApAzaH|210
kSemaMkaraH|210
mahAphaNakaH|210
gaMbhIranirghoSaH|210
mahAnirnAdI|210
vinarditaH|211
mahAvikramaH|211
bhujaMgamaH|211
mahAbalaH|211
visphUrjitaH|211
visphoTakaH|211
prasphoTakaH|211
meghasambhavaH|211
svastikaH|211
varSadhAraH|211
maNikaNThaH|211
supratiSThitaH|211
zrIbhadraH|211
mahAmaNicUDaH|211
airAvaNaH|211
mahAmaNDalikaH|211
indrAyudhazikhI|211
avabhAsanazikhI|211
indrayaSTiH|211
jambudhvajaH|211
zrItejAH|211
zazitejAH|211
cuDAmaNidharaH|211
indradhvajaH|211
jyotIrasaH|212
somadarzanaH|212
yakSAH|212
vaizravaNaH|212
mahAghoSezvaraH|212
dharaNIsurendrAyudhaH|212
mahAmatiH|212
arcinetrAdhipatiH|212
vajradRDhanetraH|212
agravIrabAhuH|212
mahAsenAvyUhaparAkramaH|212
merubalapramardI|212
dharaNIzubhakAyaH|212
ATavakayakSaH|212
rAvaNaH|212
pAJcikaH|212
gandharvA yathA|212
dhRtarASTraH|212
drumakinnaraprabhaH|212
zucinetraratisambhavaH|212
puSpadrumakusumitamukuTaH|212
raticaraNasamantasvaraH|213
pramuditapralambasunayanaH|213
manojJArutasiMhadhvajaH|213
samantaratnakiraNamuktaprabhaH|213
vajradrumakesaradhvajaH|213
sarvavyUharatisvabhAvanayasaMdarzanaH|213
asurA yathA|213
rAhuH|213
vemacitraH|213
zambaraH|213
bandhiH|213
vairocanaH|213
dRDhavajraH|213
sucitrAGgaH|213
bRhadAraH|213
balavipulahetumatiH|213
vatsazrIsambhavaH|213
suvratasvaraH|213
garuDendranAmAni|213
mahAvegalabdhasthamA|213
abhedyaratnacUDaH|214
vimalavegazrIH|214
avinivartanIyacittabhUSaNaH|214
mahAsAgaraprabhAgambhIradharaH|214
dharmadRDhAbhedyasunilambhaH|214
vicitramaulizrIcUDaH|214
samantaspharaNamukhadarzanaH|214
samantavyUhasAgaracaryAvyavalokanaH|214
kinnarA yathA|214
drumakinnararAjA|214
devamatiprabhaH|214
kusumaketumaNDalI|214
vicitrabhUSaNaH|214
manojJanirNAdasvaraH|214
drumaratnazAkhAprabhaH|214
sudarzanaprItikaraH|214
bhUSaNendraprabhaH|214
sureNupuSpadhvajaH|214
dharaNItalazrIH|214
mahoragAdhipatinAmAni|215
uragAdhipatiH|214
sumatireNuH|215
virajastejaHsvaraH|215
agramaticitracUDaH|215
sunetrAdhipatiH|215
pradIpazaraNadhvajaH|215
AlokasuvegadhvajaH|215
siMhavatsaH|215
vicitrAlaGkArasvaraH|215?
sumeruvatsaH|215
ruciraprabhAsasaMbhavaH|215
kuMbhANDanAmAni|215
virUDhakaH|215
nAgAdhipatiH|215
sucIrNadhvajaH|215
hitacaraNasaMkramaH|215
bhImottaraH|215
zAlasucitraH|215
merususambhavaH|215
vIrabAhuH|215
anantazubhanayanakesarI|215
anantamukhadevAsuranetrAsuraH|216
maharSinAmAni|216
suzrutaH|216
hArItaH|216
harizcandraH|216
bhRguH|216
dhanvantariH|216
jAtUkarNaH|216
bheDaH|216
kAzyapaH|216
kazyapaH|216
agastiH|216
sanAtanaH|216
sanatkumAraH|216
khAranAdiH|216
AtreyaH|216
prajApatiH|216
parAzaraH|216
kapilamaharSiH|216
kaNAdamaharSiH|216
akSapAdaH|216
vyAsaH|216
bhAradvAjaH|216
vasiSThaH|217
nAradaH|217
agnivezaH|217
aranemiH|217
pUrvaupadhyAyanAmAni|217
nAgArjunaH|217
nAgAhvayaH|217
AryadevaH|217
AryAsaGgaH|217
vasubandhuH|217
AryazUraH|217
azvaghoSaH|217
dignAgaH. diGnAgaH|217
dharmapAlaH|217
dharmakIrttiH|217
sthiramatiH|217
saGghabhadraH|217?
guNaprabhaH|217
vasumitraH|217
guNamatiH|217
zAkyabuddhiH|217
devendrabuddhiH|217
jJAnagarbhaH|217
zAntarakSitaH|218
candragomI|218
buddhapAlitaH|218
bhavyaH|218
vararuciH|218
pANini|218
pAtaJjaliH|218
candrakIrttiH|218
vinItadevaH|218
nandaH|218
dharmottaraH|218
zAkyamitraH|218
jJAnadattaH|218
prabhAkarasiddhiH|218
zIlabhadraH|218
daMSTrasenaH|218
dharmatrAtaH|218
vizeSamitraH|218
raviguptaH|218
vAgbhaTaH|218
tIrthikAH|218
tIrthyakaraH|218?
tIrthikaH|218
ArADakAlAmaH|219
udrako rAmaputraH|219
mImAMsakaH|219
vaizeSikaH|219
sAMkhyaH|219
lokAyataH|219
kANAdaH|219
parivrAjakaH|219
vaidyaH|219
pASaNDikaH|219
zaivaH|219
pAzupataH|219
kApAlI|219
acelakaH|219
nirgranthaH|219
kSapaNaH|219
ArhataH|219
mahAvratI|219
rAmavratI|219
mRgazriGgavratI|219
govratI|219?
kRSNamukhaH|219
mAyUravratI|219
pANDarabhikSuH|219
tridaNDI|220
ekadaNDI|220
dvidaNDI|220
gozriGgavratI|220
kezolluJcanam. kezolluNDanam|220
SaT zAstAraH|220
pUraNaH kAzyapaH|220
maskarI gozalIputraH|220
saMjayI vairaDIputraH|220
ajitakezakambalaH|220
kakudaH kAtyAyanaH|220
nirgrantho jJAtiputraH|220
cakravartirAjAnaH|220
mahAsaMmataH|220
rocaH|220
kalyANaH|220
varakalyANaH|220
upoSadhaH|220
mUrdhataH|220
mAndhAtaH|220
cAruH|221
upacAruH|221
cArumantaH|221
muciH|221
muclindaH|221
zakuniH|221
mahAzakuniH|221
kuzaH|221
upakuzaH|221
mahAkuzaH|221
sudarzanaH|221
mahAsudarzanaH|221
vAmakaH|221
aGgirAH|221
bhRguH|221
meruH|221
nyaGkuH|221
praNAdaH|221
mahApraNAdaH|221
zaGkaraH|221
dizAMpatiH|221
sureNuH|221
bharataH|221
mahAdevaH|221
nemiH|222
bhImaH|222
bhImarathaH|222
zatarathaH|222
dazarathaH|222
paJcAlarAjA|222
kaliGgarAjA|222
azmakarAjA|222
kauravarAjA|222
kapAlarAjA|222
geyarAjA|222
magadharAjA|222
tAmaliptakarAjA|222
ikSvAkur nAma rAjA|222
virUDhakaH|222
siMhahanuH|222
zuddhodanaH|222
zuklodanaH|222
droNodanaH|222
amRtodanaH|222
siddhArthaH|222
nandaH|222
tiSyaH|222
bhadrikaH|222
mahAnAmaH|222
aniruddhaH|223
AnandaH|223
devadattaH|223
rAhulaH|223
cakravartinAM saptaratnAniguNakramaH|223
svayaMyAnam|218
pratyudyAnam|223
kalahajitaH|223?
zastrajitaH|223
caturanto vijetA|223
dharmiko dharmorAjA|223
marditakaNTakaH|223
vijitavijayaH|223
saptaratnasamanvAgataH|223
cakraratnam|223
hastiratnam|223
azvaratnam|223
maNiratnam|223
strIratnam|223
gRhapatiratnam|223
pariNAyakaratnam|223
sAtirekaputrasahasrANAM guNapaddhatiH|224
zUraH|224
vIraH|224
varAGgarUpI|224
[a]parasainyapramardI [b]parasainyapramardakaH|224
ajitaM jayati|224
jitam adhyAvasati|224
sa imAm eva samudraparyantAM mahApRthivIm akhilAm akaNTakAm anutpAtAm adaNDenAzastreNa dharmeNa samenAbhinirjityAdhyAvasati|224
caturaGgabalanAmAni|224
hastikAyaH|224
azvakAyaH|224
rathakAyaH|224
pattikAyaH|224
pradezarAjanAmAni|224
rAjA sahasrAnIkaH|224
rAjA zatAnIkaH|225
rAjA brahmadattaH|225
rAjA anantanemiH|225
rAjA bimbisAraH|225
rAjA pradyotaH|225
rAjA prasenajit|225
udayanavatsarAjA|225
kRkI rAjA|225
[a] zreNikaH|225
azokaH|225
[a]zAlivAhanaH. [b]sAntivAhanaH|225
kaniSkaH|225
pANDavAH|225
yudhiSThiraH|225
bhImasenaH|225
nakulaH|225
sahadevaH|225
arjunaH|225
karakarNI|225
hastiniyaMsaH|225
prakRtir mAtaGgadArikA|226
trizaGkuH|226
sthapatiH|226
mRgAramAtA|226
manuSyakramaH|226
rAjA|226
pArthivaH|226
rAjA kSatriyo mUrdhAbhiSiktaH|226
yuvarAjA|226
mANDalikarAjA|226
sAmantarAjA|226
rAjAmAtyaH|226?
kotTarAjA|226
mantriparSadadhyakSaH|226
mahAmAtraH|226
mantrI|226
AmAtyaH|226
purohitaH|226
rAjAnakaH|226
daNDamukhyaH|226
daNDanAyakaH|226
senApatiH|227
adhyaksaH|227
vikSepAdhipatiH|227
ATavikaH|227
antarvAsikaH|227
sAmdhivigrahikaH|227
gaNanApatiH|227
gaNakamahAmAtraH|227
AkSapaTalikaH|227
pratihAraH|227?
dharmAdhikAraH,dharmAdhikaraNam|227
pradeSTA|227
nAyakaH|227
azvapatiH|227
pIlupatiH. gajapatiH|227
gaJjapatiH|227
[a] khambhIrapatiH|227
[b] khambharapatiH|227?
narapatiH|227
koTTapAlaH|227
antapAlaH|227
durgapAlaH|227
zreSThI|227
viSayapatiH|227
nagarapatiH|228
grAmapatiH|228
pauravyavahArikaH|228
niyuktakaH|228
bhaTabalAgraH|228
samAhartA|228
prazAstA|228
saMnnidhAtA|228
bhANDarikaH|228
rAjadvArikaH|228
gaNakaH|228
jyotiSaH|228
bhiSak|228
vaidyaH|228
talavargaH|228
pAridhvajikaH|228
chattradharaH|228
cihnadharaH|228
cAmarikaH|228
kAravAlikaH|228
khaDgikaH|228
prAsikaH|228
pArazvadhikaH|228
cAkrikaH|229
sphArikaH|229
caitradaNDikaH|229
yASThikaH|229
dvArapAlaH|229
dauvArikaH|229
zeSapatiH|229
sUcakaH|229
daNdavAsikaH|229
sevakaH|229
bhaTaH|229
iSvastrAcAryaH|229
nAsIraH|229
naigamaH|229
jAnapadaH|229
daivakulikaH|229
mAyAkAraH|229
AryaH|229
mantravAdI|229
kriyAvAdI|229
khanyavAdI|229
dhAtuvAdI|229
lubdhakaH|229
mAtsikaH|229
zAkuntikaH|230
aurabhrikaH|230
khaTTikaH|230?
saukarikaH|230
goghAtakaH|230
vAgurikaH|230
kaukkuTikaH|230
nAgabandhakaH|230
nAgamaNDalikaH|230
AhituNDikaH|230
bhraiGgarikaH|230
sUpakAraH|230
rajakaH|230
sthapatiH|230
takSakaH|230
palagaNDaH|230
vardhakaH|230?
sUtradhAraH|230
yAvasikaH|230
kASThahArakaH|230
mAlAkAraH|230
zauNDikaH|230
kallavAlaH|230
AyudhajIvI|230
gAndhikaH|230
citrakAraH|230
zilAkuTtaH|231
tantuvAyaH|231
suvarNakAraH|231
sauvarNikaH|231
lohakAraH|231
kAMsakAraH|231?
maNikAraH|231?
zaulbikaH|231
sUcikaH|231?
pattracchedikaH|231?
naimittikaH|231
vaipaJcikaH|231?
carmakAraH|231
mocikaH|231
rathakAraH|231
veNukAraH|231
khAtarUpakAraH|231?
kumbhakAraH|231
vaNik|231
zaulkikaH|231
gaulmikAH|231
tArapaNyikaH|231
heriH|231
caraH|231
avacarakaH|232
mauSTikaH|232
vidUSakaH|232
maudrikaH|232
kAyasthaH|232
AcIrNadaNDatA|232
dUtaH|232
kathyAyittaH|232
kASThikavittaH|232
lehariH|232
lekhahArikaH|232?
kuTumbikaH|232
kuTumbaH|232
kaJcukI|232
antaHpuraH|232
mahallaH|232
karmAntikaH|232
kArSikaH|232
kRSIvalaH|232?
AbhIraH|232
gopAlaH|232
zarIrarakSakaH|232
parivAraH|232
dAsaH|232
dAsI|232
karmakaraH|232
pauruSyaH|233
bhRtyaH|233
bandhanapAlakaH|233
badhyaghAtakaH|233
kAraNAkArakaH|233
badhakaH|233
hananam|233
kalpikAraH|233
kapyAriH|233
udyAnapAlaH|233
ArAmikaH|233
gRhI|233
gRhasthaH|233
mANavakaH|233
nagaraghAtakaH|233
grAmaghAtakaH|233
janapadaghAtakaH|233
nAvikaH|233
AhArakaH|233
nirhArakaH|233
karNadhArakaH|233
raNadharaH|233
kaivartaH|233
catvAro varNAH|234
brAhmaNaH|234
kSatriyaH|234
vaizyaH|234
zUdraH|234
kSatriyamahAzAlakulam|234
brAhmaNamahAzAlakulam|234
gRhapatimahAzAlakulam|234
uccakulam|234
abhijAtaH|234
nIcakulam|234
caNDAlaH|234
mAtaGgaH|234?
zabaraH|234
pulindaH|234?
pukkasaH|234
DombaH|234
mlecchaH|234
pratyantajAnapadaH|234
pitA|234
mAtA|235
janayitrI|235
pitAmahaH|235
prapitAmahaH|235
pitAmahI|235
prapitAmahI|235
putraH|235
duhitA|235
jyeSThabhrAtA|235
kaniSThabhrAtA|235?
kanIyAn bhrAtA|235
bhrAtA|235
bhaginI|235
naptA|235
naptrI|235
zvazuraH|235
zvasA|235
mAtulaH|235
bhAryA|235
patnI|235?
dArAH|235?
kalatram|235?
mAtRSvasA|235
pitRSvasA|235
sapatnI|235
antaHpuram|235
vadhUH|235
jampatI|235
dampatI|236
dArakaH|236
dArikA|236
bandhuH|236
sAlohitaH|236
yamalakaH|236
jJAtiH|236
svajanaH|236
mitram|236
sakhA|236
antarjanaH|236
tanayaH|236
agramahiSI|236
navavadhUH|236
naraH|236
nArI|236
mAtRgrAmaH|236
pumAn|236
tAtaH|236
ambA|236
dhAtrI|236
strI gurviNI|236
RtumatI strI|236
zarIrAGgapratyaGgAni|236
kAyaH|237
zarIram|237?
gAtram|237?
kalevaram|237?
ziraH|237
mastakaH|237
mastakaluGgaH|237
mUrdhan|237
kezaH|237
ziroruhaH|237
mukhamaNDalam|237
vaktram|237
lalATam|237
bhrUH|237
pakSman|237
tArakaH|237
mukham|237
sRkvan|237
cibukam|237
grIvA|237
kapolam|237
gaNDaH|237
hanuH|237
zaGkhaH|237
jambhiH|237
dantaH|237
tAluH|238
oSThaH|238
daMStrA|238
zmazru|238
kaNThaH|238
kaNThanAlikA|238
kaNThamaNiH|238
hRdayam|238
kRkATikA|238
hastaH|238
aMzaH|238
skandhaH|238
pRSThaM|238
jatru|238
bAhuzikharaM|238
kakSaH|238
bAhuH|238
kUrparakam|238
maNibandhaH|238
hastapRSTham|238
aGguliH|238
aGguSTham|238
tarjanI|238
madhyAGguliH|238
anAmikA|238
kanInikA|239
kaniSThakA|239
muSTiH|239
khaTakaH|239
capetaH|239
nakhaH|239
hastatalam|239
sandhiH|239
naharUH|239
snAyuH|239
zirA|239
uraH|239
stanaH|239
payodharaH|239
hRdayapradezaH|239
udaram|239
nAbhiH|239
nAbhimaNDalam|239
vastiH|239
jaghanam|239
zroNiH|239
pelaH|239
trikam|239
pRSThavaMzaH|239
pArzvikaH|240
pArzvaH|240
kaTiH|240
buliH|240?
sphik|240?
pAdaH|240?
UruH|240?
jAnuH|240?
jAnumaNDalam|240?
jaGghA|240
gulphaH|240?
pArSNI|240
pAdatalam|240
klomakaH|240
phupphusaH|240
yakRt|240
plIhaH|240
pittaH|240
vRkkA|240
antram|240
antraguNaH|240
AmAzayaH|240
pakvAzayaH|240
audarIyakam|240
mAMsam|240
kukSiH|241
tvak|241
asthi|241
rudhiram|241
majjA|241
dantamAMsam|241
aGgam|241
pratyaGgam|241
garbhaH|241
vasA|241
medaH|241
pUyam|241
ziGghANakam|241
kheTaH|241
zleSmA|241
dantamalam|241
nAsApuTaH|241
lasIkA|241
azru|241
cakSurmalam|241
camasaH|241
roma|241
romakUpaH|241
karNamalam|241
udgAraH|242
svedaH|242
mAMsakIlaH|242
chikkA|242
kSutam|242
hikkA|242
vijRmbhA|242
malam|242?
tilakaH|242
mUtram|242
gUtham|242
viT|242
kalalam|242
arbudam|242
pezI|242
ghanaH|242
prazAkhA|242
vayaH|242
garbharUpaH|242
bAlaH|242
lADikaH|243
kumAraH|243
taruNaH|243
yauvanam|243
yuvA|243
daharaH. dahraH|243
yuvatiH|243
kumArI|243
kubjaH|243
jIrNatA|243
valIpracuratA|243
pAlityam|243?
daNDAvaSTambhanatA|243
khAlityam|243
kAsaH|243
kharukharAvasaktakaNThaH|243
prAgbhAreNa kAyena daNDAvaSTambhaH|243
dhamanIsaMtatagAtraH|243
jIrNaH|243
vRddhaH|243
mahallakaH|244
gatayauvanaH|244?
balInicitakAyaH|244
vibhugnaH|244
AturaH|244
devAvatAraH|244
bArANasI|244
vaizAlI|244
parinirvANam|244?
rAjagRham|244
veNuvanam|244
kauzambI|244
zrAvastI|244
anAthapiNDadasyArAmaH|244
jetavanam|244
puNDravardhanam|244?
bodhimaNDam|244
gRdhrakUTaparvataH|244
gayAzIrSaH|244?
sthUNopasthUNau grAmau|244
kapilavAstunagaram|244?
mathurA|245
zrInAlaMdA|245
magadhA|245
zarAvatI|245
lumbinI|245
indrazailaguhA|245
kuzanagaram|245
uzIragiriH|245
ujjayanInagarI|245
kaliGgaH|245
mRgadAvaH|245
RSipatanam|245
RSivadanam|245
kozalA|245
sAketaM|245
avantiH|245
campA|245
paJcAlaH|245
aTakAvatI|245
kalandakanivAsaH|245
girinAmAni|245
nimiMdharaH|245
azvakarNaH|245
sudarzanaH|245
khadirakaH|246
IsAdharaH|246
yugaMdhAraH|246
vinatakaH|246
meruH|246
sumeruH parvatarAjA|246
cakravADaH|246
mahAcakravADaH|246
gandhamAdanaH|246
himavAn|246
kailAsaH|246
potalakaH|246
malayaH|246
vindhyaH|246
vipalapArzvaH|246
vaidehakaparvataH|246
sumerupariSaNDaH|246
samudraH|246
sAgaraH|246
jaladhiH|246
mahArNavaH|246
jalanidhiH|247
lavaNodakaH|247
oghaH|247
nadI|247
kunadI|247
saraH|247
taDAgaH|247
vilvam|247
utsaH|247
hradaH|247
kulyaH|247
udbhidaH|247
AliH|247
puSkariNI|247
uSNodakam|247
kUpaH|247
udapAnam|247
UrmiH|247
mandAkinI|247
pAraM|247
apAraM|247?
niHsaradhArAH|247
udakadhArAH|247
kAJcanabAlukAstIrNaH|247
tIram|247?
pulinam|248
nairaJjanA nadI|248
nadI vaitaraNI|248
nandanavanam|248
mizrakAvanam|248
pAruSakAvanam|248
caitrarathavanam|248
pAriyAtraH|248
puSpavRkSaH|248
phalavRkSaH|248
gandhavRkSaH|248
gulmaH|248
padmakaH|248
devadAruH|248
dAruharidrA|248
tAlIzaH|248
pAlevatavRkSaH|248
candanam|248
khadiraH|248
dADimavRkSaH|248
piNDakharjUravRkSaH|248
vanaspatiH|248
